#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
5360e119870fcd2ab705e1337e522f2d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	 s__hathewayi
6762f067004d6aaf03e131384f3d934c	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
8a5c2ce71723e14182a57e66d3d47eba	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
46d434895d548c95951c3b09df6f2b7c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
501ef6cc75fb160180e332ba60a60df8	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
fb9f91c230127e162b75c70cf024be3f	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
e6b72b65dc16016324c6d394019c912b	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__
5a354076b2e0c89dd0a223647a43610c	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
acfe9ebe62763053d36a4499bbc5c55a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerotruncus	 s__
a1b404ffc26f4a4699502552f757760a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
c839f5078e31f694b35e0cf6192cb1e0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
020037d6cd967f562d12f199fec0d300	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
f2d1298355f69631523b124eda05a5af	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
3bbd59c6f6700cd40f6b3c2d0372033d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
d09ac2719179ce445475d19f361713b1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
8f55493bf14974776fcfcb6e85f3bb9d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
2032f3b9969ddbbe5d4d4df80f70efe1	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae	 g__	 s__
88225cc82ff505ea2dd06249eee6354c	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__Rikenella	 s__
7f27fc3e61be7440e3bed985efbaf107	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
33912d87bf459f6d72002098f6f232a9	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
7ba3585bcb673d5208c0faa6c7d36a6f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
d03f9a3e03990d49e7d563d11efb9348	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pasteurellales	 f__	 g__	 s__
3a555d4b9017633888f96610ffbdb8d7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
df829f8d3288011e9fbef9d3511e2e4c	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Leuconostocaceae	 g__Weissella	
e69b29548d664376aa6d8855317d2833	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
dc09964e2dffe33753d6e4f0c010552d	k__Bacteria	Unclassified					
f5e16821d8c1ae7d6dca0b0387cc5585	k__Bacteria	OD1					
1de4ca1c51292949e84d168206ba54d5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Butyricicoccus	 s__pullicaecorum
48614d865284251d0b9c97e1d3dc48a1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
073306577f6257f3b1b00983350a5629	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerotruncus	 s__
403974b4e512e373b8ee314454f4f41b	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Xanthomonadales	 f__Sinobacteraceae	 g__	 s__
f023f7692a315fa25a1e8c1c47a71230	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
11a752a9dfbe00e9110cb9ca48733fa6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
8b10729807dce6ee9e58e0f62754b22d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
b84099ceb41d082eab842ebaef396b9d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
4266953c1a29490851db51b35657d95f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1db7c4dbaf59c11fc4dd27bcd4f7f2f9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
d2604b3760647caf82cc18ff2d935abd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
0ac38954ca6b90705ee2a53586a53f7a	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
52bc4255e27db90c8800b3270a6e66ce	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
664f869e28a3949cfd39d4e3f992b26c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
2091286c7db3d8981f6f1e1f5e626ce9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
4ae088db98475096e0ebe5c5f7db5882	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
51d23bc90498cef5184fbbfac0f5b34e	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
6362359ab242c1213ed345a210e949da	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
99a93cb5bb17106e32c49b9979125cea	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
6ef9e9d60840d69da818f44c08f18516	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
b675ce9716b30456cf071d677162241a	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
d04f0bbef34fa69d99cfbca519a218fb	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
85e30d09187bb7b6edbd5b344bf985e6	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
adedd31c21d7a21459b6ebc017b1096e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
81d84a7cab1e413cdab49e05dc6da3e1	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae	 g__Serratia	
4f64e78f1034491d984b8c1693ee22b1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
aa260c920f2e47fba3fdc32f43b6ce69	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__	 s__
296c6e207187503f0937c12be3592e06	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
af52b45884fee0ff5a7da4be68de8eab	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	
01353923e2e6219198b8d092099e0d9f	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae	 g__Carnobacterium	 s__
da91dca9400c1074c8b3aaad02179172	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
60c596979e50a9817826428c7b77f205	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
b02a8d33d018119dedb2db15db887bfd	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Propionibacteriaceae	 g__Propionibacterium	 s__acnes
522fe79f191b161734f6dae66246dd0f	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
721d6345b84d6768b72ee1b3a4ab84f4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
710e3b37370abbf0cf4803787bc82124	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__[Mogibacteriaceae]	 g__	 s__
218911355588324a12681a40710391cf	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
2c7ecd760a0fc563708fb905aec94e2b	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
43adef5e9364ae2fbaf69edb84d14598	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
8f55fc0e4834d0cd36bd0c5ecfe1862f	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales			
825f56a85efbcb4ed603efb4dc210ee3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Dorea	 s__
aceb457aaa6b12da1ec4f2492cc2053f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
b9c4124568145571a46007e66ef30ee1	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
dca07275b4dbd6b42bba6b48639cf14f	k__Bacteria	Proteobacteria	 c__Deltaproteobacteria	 o__Desulfovibrionales	 f__Desulfovibrionaceae	 g__Desulfovibrio	 s__
7d867f6fd4b9e6e297d86e1d9f89ffa9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
d987ea00be2d0b7202a3e30053ea4a8f	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
9388bbd7fed28eaaedeb7562b1d54cff	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
f445a976fd1bce6495c30aac7cad9415	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
8125d35b2bca12c68cdc4d49871f1827	k__Bacteria	Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__Eggerthella	 s__lenta
cb081bb5948f790018b39136283a3b98	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
30fc4b27b0166206f0fe79a79e86aa8e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
12b34ecb8a3cfa4e69f8d480f1f211ec	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__
16de604c828c1720af35409ce302ae71	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
475eb8f5607bc77cdc60cd5b7e36a8ff	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
a44c052c584461703d02d9328f9e0266	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__	 s__
c88200d10dc7fcb9541472d5308c424e	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Moraxellaceae	 g__Acinetobacter	 s__johnsonii
f3a93eb61dcac2de3c661ca0e785c6cc	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
6851a7af202535e8a9e44f37a660d507	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
cdcb1067efbd7798c7d8112ff0c4d32d	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
980537b2582b073a991ff88d9414321b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
ab76a267c168a4e6a2ea5f8a1a51db94	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
b0bc32b14ecad56ba56936fa3ecd4136	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
31f04f32ee3f22c83edacd876652e9dc	k__Bacteria	OD1	 c__	 o__	 f__	 g__	 s__
8d999c682032ed3eb80c97d0f6f81614	k__Bacteria	Actinobacteria	 c__Actinobacteria	 o__Actinomycetales	 f__Microbacteriaceae		
8fc43367957d2559e77ba931c3f951a0	k__Bacteria	Firmicutes	 c__Erysipelotrichi	 o__Erysipelotrichales	 f__Erysipelotrichaceae		
a98c245075483cdbe073b6044073b839	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
5877c67c79efd4017d28baee8a1352d7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Christensenellaceae	 g__	 s__
a0e49f9a268a20eb99117bca0a5d0866	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
2695cf85684078bae98b3eec737cfd15	k__Bacteria	Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__	 s__
27cf0e8e13806b9693b8179fdcc741ec	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
60d25ddb966629f47d6077ff6cd9f4fd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
c7dc02034f3a4aa4d0f188e420424dfd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
39c689289208bcf9c5d7a71f2254db3b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
7a9c030261d8fa6e658671debfbe610e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
9dbf6a5fc70a3bf758eedd60ed72e2a4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Coprococcus	 s__
f04a029a175f31779bb6a101c845618d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
10220f6235ca68cf7ffced9e22e78db9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
19becc717e5990c5e35440921c4334f2	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
8d357b1723876b6866f806c8c083fd2b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Clostridiaceae	 g__Clostridium	 s__
01993aba463e74b6c31b2cebdc8f5ff1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Roseburia	 s__
af7dd51c7373cf129ab32fc2b6c604a3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
ceb3ae3fe61549c4b7a5c225746f21e5	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
a16986411ff8c5714b2ba245262b5f95	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5535381e9cfaab1836d06fc5be4f3af7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
b8434e91b093bfbbec4cab80705bb363	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
f969066d93049b8ecc9c4d76e9879c50	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
2e6f1dde9a26506567fd7362812e5084	k__Bacteria	Unclassified					
986517c17e5be4acb13a8eb96bed0bb4	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Carnobacteriaceae		
c86d92d371c5fb1acc31da194e0c7d22	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__Rickettsiales	 f__	 g__	 s__
32d4a29026b3d623109c6ee640e0199c	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
95ac40ae606574747d68442c3f3f9bc8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
93748089c423ec10e70acff1aa967138	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
1d2ad94e29f958bb8a3166d3dd57f549	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
664c3ecb8b42dc5e9b16652b6f004db5	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Anaerotruncus	 s__
766ce8e61917254b65b9bd0080a454fb	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
0f4013b00115275df5e0ab6306716e8e	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
47a1a4e3e3e85cd51a01e574170da636	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
14038a6daeeb8849503a43d30ba33870	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
5b417a0a0068c9b6e23752143b558bc4	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pseudomonadales	 f__Pseudomonadaceae	 g__Pseudomonas	
48442b4d6ae7d85b597d423662134c97	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
5065189db171e1318f5ad9079ee48048	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
66cc84e7a2dde12e914ce561f02baf4c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Clostridium	
716b22e39b7c0a23c9ae84b3d8d52558	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
ca329a9bc16237ef1a59e85ad09eb7f3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
e305e68d82ce28587688e21479664794	k__Bacteria	Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Comamonadaceae	 g__Rhodoferax	 s__
9f6a1c142975ab6a381eaf604c12b813	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Pasteurellales	 f__	 g__	 s__
bfc637cae3b919ffda6f764368222927	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
0514eeb24e15d56c2e424b0cb54baeb0	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
c4c273c066d2747d4e3bf6e93257dfd7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
a0fa0fdb5e8d8c8598d96bbbff1a1ff4	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
d2a2d5a4720dbdf10294aa3a56b96cf1	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
7287427f86d2bf4fe9ecd589ca70f9a3	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
8e24946ddc48090be903cea5e84b58bf	k__Bacteria	Proteobacteria	 c__Gammaproteobacteria	 o__Enterobacteriales	 f__Enterobacteriaceae		
15dbbce5bbdff249bd805fe8eae0dce8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
e45f08fadf53807334e13d5bd6e9c5c9	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
3638f2062c305c79df283ef573a10b97	k__Bacteria	Proteobacteria	 c__Betaproteobacteria	 o__Burkholderiales	 f__Oxalobacteraceae	 g__Ralstonia	 s__
269b045ab36e697315b2c195d14cf687	k__Bacteria	Firmicutes	 c__Bacilli	 o__Lactobacillales	 f__Lactobacillaceae	 g__Lactobacillus	 s__
6400ad43ebeebb0c2b35152734547a2c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
849b0fcd2b54caa0b8bb7ea1d0f17e33	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
83f84b4d9a3da587cf991f6393e6d25b	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae		
bf141f3e26b9dacd0031e06f7f4c5d73	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__
d56bc5014032cd268ff38f717f3e2615	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
cf4663e568af044475d71cf41455b4d6	k__Bacteria	Tenericutes	 c__Mollicutes	 o__RF39	 f__	 g__	 s__
07d4acc8a2ea286d7c9751cdc3d7a9c4	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
ad1821c5cb0ae3ba5de9e52f61f5eb3f	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
852b47fb070c8331f9fc6d9fcefa5946	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
7c7759fb6f3d6164154892b478635642	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
6b220ee20c62cfa9835afa744f5c129d	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Porphyromonadaceae	 g__Parabacteroides	 s__
73d36dd23f1e0f5035a5f21ffd702369	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales			
5be32839be6c9d66ba8d92ede383f8e6	k__Bacteria	Unclassified					
7e22c38418cd34a03ebac8f38110a3e0	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
1f061ca7401a01cf626bb0476b71e375	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
2f08b82ec9f4a2ab61dd980df34c305f	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Veillonellaceae	 g__	 s__
96bb6cb29fc6697eda7aae48f3a0fae3	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
e793a5b73b02b30aedfde40dc3a182f1	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
263ae960e16ea7b3818617acc04423c1	k__Bacteria	Actinobacteria	 c__Coriobacteriia	 o__Coriobacteriales	 f__Coriobacteriaceae	 g__	 s__
9a73e2e170eb7b9de6c433c72009c138	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
b7173ea1651f9ffadee9394850962d1e	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
de6c0e70f2a0447dbde5bf28b7262afe	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__[Odoribacteraceae]	 g__Odoribacter	 s__
0a55ab9827a6d0ebc61bbb4c07ec938c	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Oscillospira	 s__
39981df274a02e4193b26caec4b9c341	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
f12a0a185eac530144304b1b954cfcd7	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
83f8c5b018b219313a0a3709fb3531c4	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	
4b87d617037fa67943dffc6a3c61d1c8	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__ovatus
ad527676fd8412e9a8c6c92496f086e6	k__Bacteria	Proteobacteria	 c__Alphaproteobacteria	 o__RF32	 f__	 g__	 s__
ff3cd4fc20d517126bc22c675985bf43	k__Bacteria	Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Rikenellaceae	 g__	 s__
e6be02669fa2b49a9cfd8e1c67426663	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__	 g__	 s__
b95257b4691a9701bcfc952c1ac76175	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Ruminococcaceae	 g__Ruminococcus	 s__
d80afeb9fb89348e68fc6d03757da525	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales			
15e39d0978a2324ae868fa4fc0886b95	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
4e9bc765a49a7d651ca46be858b63ecd	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae		
ce272b2de05042945d7cba8e14de0f93	k__Bacteria	Firmicutes	 c__Clostridia	 o__Clostridiales	 f__Lachnospiraceae	 g__Blautia	 s__
26df44ea47f9f58e4905d7326f74c2e2	k__Bacteria	Cyanobacteria	 c__4C0d-2	 o__YS2	 f__	 g__	 s__
